20240909	23:45:22	4430bae0-3a41-47d2-afc2-9e39e757df81	GET	/courses/create	undefined
20240909	23:45:41	02ee17b8-4f29-42f6-b542-11a38df04ecd	GET	/	undefined
20240909	23:45:41	9d9b4e92-05c0-4c31-8874-b823b7569bd8	GET	/favicon.ico	undefined
20240909	23:45:45	d70e734d-65ee-49f6-84b0-2b46ee92d9eb	GET	/	undefined
20240909	23:47:45	fa2713aa-243f-446b-9cce-0befbfe493bb	GET	/	undefined
20240909	23:47:45	3b649b3d-4838-4a1c-804e-54fea1c7568c	GET	/css/style.css	undefined
20240909	23:48:18	af0ddc64-b034-4cdd-b8ca-992394932099	GET	/se	undefined
20240909	23:49:16	6f5dadb8-8920-4848-bed0-12e09dd67aee	GET	/se	undefined
20240909	23:49:16	705fd81b-7f07-4468-8baf-c4cf85b2c892	GET	/css/style.css	undefined
20240911	20:14:49	df3ac9e3-949a-4292-8b4f-cab11956e605	OPTIONS	/user/login	http://localhost:3000
20240911	20:14:49	d48aacbb-3fbf-4543-98a8-bd006b6951f7	POST	/user/login	http://localhost:3000
20240911	20:14:53	3ae7e6d0-abb4-427a-9e4a-540f6f0142cf	POST	/user/login	http://localhost:3000
20240911	20:14:55	0a34e154-5f3e-4908-9bcb-df064f0ffcf8	OPTIONS	/user/login	http://localhost:3000
20240911	20:14:55	7f0d1989-2c6f-4675-9e68-613352e9e5d2	POST	/user/login	http://localhost:3000
20240911	20:14:57	93ed87a5-f1e4-4be1-89fe-25e86c92d7c9	POST	/user/login	http://localhost:3000
20240911	20:14:58	c36eb2ba-3fa7-44c7-aa0b-3f695aa8aa5b	POST	/user/login	http://localhost:3000
20240911	20:15:01	4d746344-9b24-4632-9cc7-14b4b35b95b8	OPTIONS	/user/login	http://localhost:3000
20240911	20:15:01	47a9fe04-377b-4674-9b71-7d3f61cfbc67	POST	/user/login	http://localhost:3000
20240911	20:15:03	970675f6-7200-4a7c-afdf-0347d6fd41c6	POST	/user/login	http://localhost:3000
20240911	20:15:05	c89cac0d-07fd-4c91-9a4d-b592ac09f333	POST	/user/login	http://localhost:3000
20240911	20:15:07	46a625e5-59fa-42f3-b4f4-c08ff8df6ff0	OPTIONS	/user/login	http://localhost:3000
20240911	20:15:07	005c1ad3-c95e-46dc-bee4-52a45105e46d	POST	/user/login	http://localhost:3000
20240911	20:28:59	9c80309b-22a7-4771-809a-c40c6aec8ade	OPTIONS	/user/login	http://localhost:3000
20240911	20:28:59	707137d9-a270-41d5-91c2-3bec1106b428	POST	/user/login	http://localhost:3000
20240911	20:29:03	6839f7fd-dac6-4cea-8ef0-867f27c5a5b9	POST	/user/login	http://localhost:3000
20240911	20:29:05	99338ab2-0e25-40b3-9b6f-8f8ac32d733d	OPTIONS	/user/login	http://localhost:3000
20240911	20:29:05	7312e79a-6395-4417-a007-89855731ac1d	POST	/user/login	http://localhost:3000
20240911	20:29:08	bda9b73d-e9db-4e8c-89ef-8cf9c1be95cb	POST	/user/login	http://localhost:3000
